SOURCE_ID,COUNTRY_CODE,SOURCE_NAME,PUBLISHER,SOURCE_TYPE,ANNOUNCEMENT_DATE,LINK,SOURCE_SUMMARY,NOTES,INCLUDE_IN_TOOL
132,ROU,INTEGRATED NATIONAL ENERGY AND CLIMATE PLAN OF ROMANIA 2021-2030 Update,Ministry of Energy,National strategy or plans (approved),2023-11-03,https://commission.europa.eu/system/files/2023-11/ROMANIA%20-%20DRAFT%20UPDATED%20NECP%202021-2030.pdf,"The updated NECP provides explicit capacity and generation targets for Romania, with fuel breakdowns for each technology. It is indicated that electrification of various sectors will be increased in the upcoming years. The share of renewables in the electricity sector will also increase to 55.8% in 2030. Wind and solar capacities for electricity generation will be highlighted, and will replace the use of biomass, especially in rural areas of the country. Furthermore, Romania sets an emissions reduction target of 78% by 2030.","2023 NECP Figure 113, p.184 for generation, 2023 NECP Figure 24, p.47 for capacity ",FALSE
133,IRL,Ireland National Energy and Climate Plan,"Department of Communications, Climate Action & Environment",National strategy or plans (approved),2023-12-08,https://commission.europa.eu/system/files/2023-12/Ireland%20-%20Draft%20updated%20NECP%202021-2030%20EN.pdf,"The updated NECP for Ireland provides capacity and generation figures for 2030 targets, with fuel breakdowns. However, generation figures are provided in ktoe metrics.","p. 29 has the figures for 8 GW of solar, 9 GW of onshore wind, and 5 GW of offshore wind. 

p. 117 has an additional 2 GW of offshore wind. 

Generation figures from the Europe team are computed by taking numbers and their GW conversions. Figures are divided by the conversion factor of 85.98 to derive the GW equivalents.",FALSE
141,KEN,President William Ruto's full speech after his inauguration,The East African,National strategy or plans (approved),2022-09-13,https://www.theeastafrican.co.ke/tea/news/east-africa/read-president-ruto-s-full-speech-after-his-inauguration-3947552,"President William Ruto's announcement:
""In Kenya, we will lead this endeavor by reaffirming our commitment to transition to 100% clean energy by 2030.""",,FALSE
143,BGD,National Sustainable Development Strategy 2010-21 (NSDS),"Government of the People’s Republic of Bangladesh, General Economics Division, Planning Commission",National strategy or plans (approved),2013-05-26,https://policy.asiapacificenergy.org/sites/default/files/National-Sustainable-Development-Strategy.pdf,"Current renewable generation does not exceed 3%; hence, Bangladesh has missed its 2020 renewable electricity target:
""Bangladesh plans to generate 5 percent of its electricity from renewable energy sources by 2015 and 10 percent by 2020.""","p. 73
Section 4.3.5 Renewable Energy, Sub-section 4.3.5.1 Present Status",FALSE
144,BGD,Mujib Climate Prosperity Plan Decade 2030,Bangladesh Presidency,National strategy or plans (approved),2021-09-01,https://mujibplan.com/wp-content/uploads/2021/12/Mujib-Climate-Prosperity-Plan_ao-21Dec2021_small.pdf,"The ""Mujib Climate Prosperity Plan Decade 2030"" plan includes various ambitious new and strengthened adaptation
efforts to build resilience in the country, launched under Bangladesh’s second tenure as president of the Climate Vulnerable Forum (CVF). It was built on the foundation of the major national planning document for Bangladesh, namely the 8th Five Year Plan (8FYP) 2021–2025. The 8FYP plan does not include any information on energy or power sector developments.",,FALSE
146,KHM,Cambodia Basic Energy Plan,General Department of Energy,National strategy or plans (approved),2019-03-20,https://policy.asiapacificenergy.org/sites/default/files/Cambodia%20Basic%20Energy%20Plan.pdf,The report provides Cambodia's electricity generation targets for 2030.,"Table 2.4 ""Generation Capacity in Case 2"", p. 21

Figure 2.3(b) ""Power Development Plan and Basic Energy Plan for Cambodia in 2030"", p. 24",FALSE
149,COD,Fiche technique sur l’énergie,"République Démocratique du Congo, Ministère du Plan, Agence Nationale pour la Promotion des Investissements",National strategy or plans (approved),2014-01-01,https://www.investindrc.cd/fr/Energie,"""Le taux d’électrification du pays demeure faible, soit 9,6% et la vision du gouvernement est d’accroitre le taux de desserte jusqu’à 32 % en 2030."" = The government aims to increase the overall electrification rate to 32% by 2030.",,FALSE
155,BGR,INTEGRATED PLAN IN THE FIELD OF ENERGY AND CLIMATE THE REPUBLIC OF BULGARIA,REPUBLIC OF BULGARIA Ministry of Energy Ministry of Environment and Water,National strategy or plans (approved),2024-02-21,https://commission.europa.eu/document/download/58f949db-7df0-4a6d-abf9-befdac47485a_en?filename=Bulgaria%20-%20Draft%20updated%20NECP%202021-2030%20EN.pdf,"In February 2024, Bulgaria updated its NECP document, with a plan to submit an updated draft NECP by 30 June 2024. Explicit 2030 targets for capacity are provided with fuel breakdowns; however, share of generation is only provided in a graph. As such, data was extracted using WebPlotDigitizer and may not perfectly align.

Furthermore, it is indicated that in 2030, 42.2% of gross final consumption of electricity is targeted to be from renewables in the electricity sector.","p. 204, Figure 22: Net installed capacity by energy carrier in 2020-2040, GW

p.207, Figure 27 for generation extracted using WebPlotDigitizer",FALSE
168,PAK,Indicative Generation Capacity Expansion Plan (IGCEP),National Electric Power Regulatory Authority (NEPRA),National strategy or plans (approved),2022-09-20,https://nepra.org.pk/licensing/Licences/IGCEP/IGCEP%202022-31%20.pdf,"In September 2022, The National Electric Power Regulatory Authority (NEPRA) of Pakistan announced and approved the Indicative Generation Capacity Expansion Plan (IGCEP). The IGCEP 2022-31 addresses the pursuit of low-carbon energy alternatives for electricity generation, to sustain the relatively low carbon emissions levels, bolster energy security and spur sustainable economic growth in the country. The IGCEP emphasises the use of national resources to expand the country's renewable power sector and the gradual retirement of thermal plants. Multiple scenarios are presented in the document, of which the base scenario is referenced in the tracker to account for unforeseen increases in future power demand. Explicit targets on both capacity and generation are provided. It should be noted that the source uses financial years for reporting; as such, targets for 2030 are taken from the 2030-2031 period indicated in the report (June 2031).","Chart 6-6: IGCEP Generation Mix 2031 (69,372 MW)
Chart 6-9: IGCEP Generation Mix 2031 (228,501 GWh)",FALSE
179,TZA,Power System Master Plan 2020 Update,"United Republic of Tanzania, Ministry of Energy",National strategy or plans (approved),2020-09-01,https://www.nishati.go.tz/uploads/documents/en-1638532283-PSMP%202020%20UPDATE%20FINAL%20signed.pdf,"The Power System Master Plan 2020 Update (PSMP 2020) was developed by Tanzania's Ministry of Energy in September 2020. The PSMP provides short, medium, and long-term objectives for the country in the assessment of its power generation and transmission developments with the primary goal of increasing accessibility and reliability. The PSMP 2020 Update reflects the Tanzanian government's policy guidelines for the sector. Explicit 2030 targets for both generation and capacity are provided. ",Table 3-31,FALSE
193,AUT,Integrated National Energy and Climate Plan for Austria,"Federal Ministry of Climate action, environment, energy, mobility, innovation and technology",National strategy or plans (approved),2024-08-20,https://commission.europa.eu/publications/austria-draft-updated-necp-2021-2030-0_en,"In August 2024, Austria has submitted its updated draft NECP to the European Commission. It has not yet submitted its final NECP to adhere to the deadline set by the EU Commission. Capacity targets are not provided.","Table 31, pg.245",FALSE
208,POL,National Plan in the field of Energy and Climate by 2030,Ministry of Climate and Environment,National strategy or plans (approved),2024-10-01,https://www.gov.pl/web/climate/national-energy-and-climate-plan,"Poland is currently working on the update of the NECP. Initial version was sent to the European Commision on March 1, 2024. The updated draft of the NECP, including a new ambitious scenario and addtional attachments has been sent for public consultion on October 2024. The new scenario is the ""With Additional Measures"" or WAM scenario. ","Annex 1: 
p. 62, Table 3.8 ""Gross electricity production (TWh)-WAM scenario""
p. 65, Table 3.9, ""Net achievable power of electricity generation sources by technology (WAM scenario) MW""",FALSE
223,LAO,Renewable Energy Development Strategy in Lao PDR,,National strategy or plans (approved),,https://policy.asiapacificenergy.org/sites/default/files/LIRE-Renewable_Energy_Development_Strategy_in_Lao_PDR.pdf,,The share of other RE in power generation by 2030 will increase from 1% in 2006 to 4% in 2030.,FALSE
3,GBR,Energy and emissions projections: 2021 to 2040,The Department for Energy Security and Net Zero,Official projections,2023-03-01,https://www.gov.uk/government/publications/energy-and-emissions-projections-2021-to-2040,"Energy and emissions projections conducted by the Department for Energy Security and Net Zero forecasts the UK's power sector development based on current policies announced until July 2022, including the Climate Change Act, Net Zero Strategy and the British Energy Security Strategy. For this analysis, we have taken projections in the net-zero scenario, namely ""Annex O supplementary data: Total electricity generating capacity (Net Zero scenarios in Annex L format)"". Storage capacity includes both pumped hydro storage and battery storage.","Demand is the sum of ""Electricity Total Supplied (net of storage&imports)"" and ""Net imports"".
Data includes storage for battery and pumped storage. Hydrogen projections are also provided.

Annex O Net Zero Scenario Higher Demand - Annex L - Annex O: Total electricity generation capacity, All Power Producers' (APP)",FALSE
